"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 19:34:23 GMT 2024","Thu Nov 07 19:34:23 GMT 2024","577","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 3rd order named ""Walk Dog Morty around the block“ with open Status",""
"passed","Thu Nov 07 19:34:34 GMT 2024","Thu Nov 07 19:34:36 GMT 2024","1874","","","","","","should be able to add a todo",""
"passed","Thu Nov 07 19:34:53 GMT 2024","Thu Nov 07 19:34:54 GMT 2024","644","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > when click on the status switch button","","","should update the status of work order",""
"passed","Thu Nov 07 19:34:25 GMT 2024","Thu Nov 07 19:34:25 GMT 2024","707","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 6th order named ""Freeze Morty“ with DONE Status",""
"passed","Thu Nov 07 19:34:19 GMT 2024","Thu Nov 07 19:34:20 GMT 2024","597","MaintainX QA-Take-Home Project home page","left navigator section","","","","should have the second anchor element named ""View Work-Orders“",""
"passed","Thu Nov 07 19:34:48 GMT 2024","Thu Nov 07 19:34:49 GMT 2024","766","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page","","","should exist and the status should be Open",""
"passed","Thu Nov 07 19:34:18 GMT 2024","Thu Nov 07 19:34:19 GMT 2024","628","MaintainX QA-Take-Home Project home page","left navigator section","","","","should include two list items",""
"passed","Thu Nov 07 19:34:51 GMT 2024","Thu Nov 07 19:34:51 GMT 2024","546","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a detail name",""
"passed","Thu Nov 07 19:34:57 GMT 2024","Thu Nov 07 19:34:58 GMT 2024","560","when create a new work order","when click ""Create Work Order""","the title","","","should be ""New Work Orders""",""
"passed","Thu Nov 07 19:34:44 GMT 2024","Thu Nov 07 19:34:45 GMT 2024","844","Multiple screen size tests","default size","","","","should be able to add a todo in default size",""
"passed","Thu Nov 07 19:34:49 GMT 2024","Thu Nov 07 19:34:50 GMT 2024","554","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a Retourner button",""
"passed","Thu Nov 07 19:34:57 GMT 2024","Thu Nov 07 19:34:57 GMT 2024","840","when create a new work order","when click ""Create Work Order""","","","","should display a title and a form",""
"passed","Thu Nov 07 19:34:19 GMT 2024","Thu Nov 07 19:34:19 GMT 2024","605","MaintainX QA-Take-Home Project home page","left navigator section","","","","should have the first anchor element named ""Create Work Order“",""
"passed","Thu Nov 07 19:34:20 GMT 2024","Thu Nov 07 19:34:21 GMT 2024","631","MaintainX QA-Take-Home Project home page","right articles section","","","","should be visible",""
"passed","Thu Nov 07 19:34:21 GMT 2024","Thu Nov 07 19:34:21 GMT 2024","673","MaintainX QA-Take-Home Project home page","right articles section","","","","should include 6 table rows",""
"passed","Thu Nov 07 19:34:21 GMT 2024","Thu Nov 07 19:34:22 GMT 2024","618","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 1st order named ""Unfreeze Frozen Morty“ with open Status",""
"passed","Thu Nov 07 19:34:52 GMT 2024","Thu Nov 07 19:34:52 GMT 2024","554","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a Assignees",""
