"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 09 14:46:39 GMT 2024","Sun Jun 09 14:46:40 GMT 2024","545","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a Status",""
"passed","Sun Jun 09 14:46:04 GMT 2024","Sun Jun 09 14:46:05 GMT 2024","663","MaintainX QA-Take-Home Project home page","right articles section","","","","should include 6 table rows",""
"passed","Sun Jun 09 14:46:33 GMT 2024","Sun Jun 09 14:46:34 GMT 2024","891","Multiple screen size tests","iphone 14 pro max size","","","","should be able to add a todo in mobile size",""
"passed","Sun Jun 09 14:46:08 GMT 2024","Sun Jun 09 14:46:09 GMT 2024","600","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 6th order named ""Freeze Morty“ with DONE Status",""
"passed","Sun Jun 09 14:46:44 GMT 2024","Sun Jun 09 14:46:45 GMT 2024","502","when create a new work order","when click ""Create Work Order""","the title","","","should be ""New Work Orders""",""
"passed","Sun Jun 09 14:46:07 GMT 2024","Sun Jun 09 14:46:08 GMT 2024","590","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 4th order named ""Hammer nails“ with open Status",""
"passed","Sun Jun 09 14:46:02 GMT 2024","Sun Jun 09 14:46:03 GMT 2024","618","MaintainX QA-Take-Home Project home page","left navigator section","","","","should include two list items",""
"passed","Sun Jun 09 14:46:45 GMT 2024","Sun Jun 09 14:46:46 GMT 2024","521","when create a new work order","when click ""Create Work Order""","the form","","","should include form rows Name and Assignees and a create button",""
"passed","Sun Jun 09 14:46:36 GMT 2024","Sun Jun 09 14:46:37 GMT 2024","751","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page","","","should exist and the status should be Open",""
"passed","Sun Jun 09 14:46:04 GMT 2024","Sun Jun 09 14:46:04 GMT 2024","523","MaintainX QA-Take-Home Project home page","right articles section","","","","should be visible",""
"passed","Sun Jun 09 14:46:03 GMT 2024","Sun Jun 09 14:46:03 GMT 2024","571","MaintainX QA-Take-Home Project home page","left navigator section","","","","should have the first anchor element named ""Create Work Order“",""
"passed","Sun Jun 09 14:46:01 GMT 2024","Sun Jun 09 14:46:02 GMT 2024","493","MaintainX QA-Take-Home Project home page","left navigator section","","","","should be visible",""
"passed","Sun Jun 09 14:46:46 GMT 2024","Sun Jun 09 14:46:47 GMT 2024","1214","when create a new work order","when click ""Create Work Order""","when fill the form > when enter a name and select two various assignees and click Create button","","","should make work orders table visible and the length of it should be 7",""
"passed","Sun Jun 09 14:46:40 GMT 2024","Sun Jun 09 14:46:41 GMT 2024","549","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a button with ”Close the work order""",""
"passed","Sun Jun 09 14:46:08 GMT 2024","Sun Jun 09 14:46:08 GMT 2024","565","MaintainX QA-Take-Home Project home page","right articles section","","","","should have the 5th order named ""Land on Earth“ with DONE Status",""
"passed","Sun Jun 09 14:46:39 GMT 2024","Sun Jun 09 14:46:39 GMT 2024","533","when check the work order in details","when select a work order with Open status","when select the 2nd work order from home page > when click on the 2nd work order name > in detail section","","","should contain a detail name",""
"passed","Sun Jun 09 14:46:03 GMT 2024","Sun Jun 09 14:46:04 GMT 2024","543","MaintainX QA-Take-Home Project home page","left navigator section","","","","should have the second anchor element named ""View Work-Orders“",""
"passed","Sun Jun 09 14:46:32 GMT 2024","Sun Jun 09 14:46:33 GMT 2024","1572","Multiple screen size tests","default size","","","","should be able to add a todo in default size",""
